"経済活動の種類","生産者価格表示の産出額_(1)","中間投入_(2)"," 生産者価格表示の県内総生産_(3)=(1)-(2)"," 固定資本減耗_(4)"," 生産者価格表示の県内純生産_(5)=(3)-(4)"," 生産・輸入品に課される税(控除)補助金_(6)","県内要素所得(純生産)_(7)=(5)-(6)"," 雇用者報酬_(8)","  営業余剰・混合所得_(9)=(7)-(8)"
"１．産業_(3)製造業_⑧非鉄金属","20144.0","13045.0","7099.0","361.0","6738.0","515.0","6223.0","1998.0","4225.0"
"１．産業_(3)製造業_⑨金属製品","82353.0","44293.0","38060.0","2396.0","35664.0","2329.0","33335.0","19643.0","13692.0"
"１．産業_(3)製造業_⑩一般機械","300135.0","139743.0","160392.0","5559.0","154833.0","9543.0","145290.0","43088.0","102202.0"
"１．産業_(3)製造業_⑪電気機械","29132.0","17410.0","11722.0","2345.0","9377.0","796.0","8581.0","22170.0","-13589.0"
"１．産業_(3)製造業_⑫輸送機械","11877.0","4960.0","6917.0","438.0","6479.0","397.0","6082.0","3502.0","2580.0"
"１．産業_(3)製造業_⑬精密機械","10902.0","4532.0","6370.0","1474.0","4896.0","374.0","4522.0","5558.0","-1036.0"
"１．産業_(3)製造業_⑭その他の製造業","167073.0","98493.0","68580.0","6168.0","62412.0","4188.0","58224.0","38889.0","19335.0"
"","","","","","","","","",""
"１．産業_(4)建設業","563573.0","308178.0","255395.0","34014.0","221381.0","13425.0","207956.0","95112.0","112844.0"
"１．産業_(5)電気･ｶﾞｽ･水道業","324748.0","261637.0","63111.0","29859.0","33252.0","6505.0","26747.0","30804.0","-4057.0"
"１．産業_(6)卸売･小売業","523751.0","173478.0","350273.0","30248.0","320025.0","23299.0","296726.0","96139.0","200587.0"
"","","","","","","","","",""
"１．産業_(7)金融･保険業","211962.0","72254.0","139708.0","22497.0","117211.0","408.0","116803.0","48399.0","68404.0"
"１．産業_(8)不動産業","518017.0","85077.0","432940.0","150267.0","282673.0","26220.0","256453.0","8444.0","248009.0"
"１．産業_(9)運輸業","259463.0","125443.0","134020.0","31856.0","102164.0","8375.0","93789.0","69737.0","24052.0"
"１．産業_(10)情報通信業","154633.0","68696.0","85937.0","17171.0","68766.0","5070.0","63696.0","16180.0","47516.0"
"１．産業_(11)サ－ビス業","981293.0","391349.0","589944.0","101458.0","488486.0","24962.0","463524.0","343099.0","120425.0"
"","","","","","","","","",""
"２．政府ｻ-ﾋﾞｽ生産者","469067.0","90836.0","378231.0","114103.0","264128.0","475.0","263653.0","263653.0","0.0"
"２．政府ｻ-ﾋﾞｽ生産者_(1)電気･ｶﾞｽ･水道業","27988.0","13846.0","14142.0","11976.0","2166.0","0.0","2166.0","2166.0","0.0"
"２．政府ｻ-ﾋﾞｽ生産者_(2)サ－ビス業","114374.0","17337.0","97037.0","3779.0","93258.0","36.0","93222.0","93222.0","0.0"
"２．政府ｻ-ﾋﾞｽ生産者_(3)公務","326705.0","59653.0","267052.0","98348.0","168704.0","439.0","168265.0","168265.0","0.0"
"３．対家計民間非営利","","","","","","","","",""
"３．対家計民間非営利_サ－ビス生産者","133056.0","40385.0","92671.0","6523.0","86148.0","1846.0","84302.0","84302.0","0.0"
"３．対家計民間非営利_(1)サ－ビス業","133056.0","40385.0","92671.0","6523.0","86148.0","1846.0","84302.0","84302.0","0.0"
"","","","","","","","","",""
"小計","7138181.0","3597287.0","3540895.0","660267.0","2880628.0","295216.0","2585412.0","1345693.0","1239719.0"
"","","","","","","","","",""
"輸入品に課される税・関税","42712.0","0.0","42712.0","0.0","42712.0","42712.0","0.0","0.0","0.0"
"（控除）総資本形成に係る消費税","22288.0","0.0","22288.0","0.0","22288.0","22288.0","0.0","0.0","0.0"
"","","","","","","","","",""
"合計","7158605.0","3597287.0","3561319.0","660267.0","2901052.0","315640.0","2585412.0","1345693.0","1239719.0"
